capricornio	2012-02-05	 No tengas miedo a una conversación en la que tendrás que imponer tu criterio, por mucho que pienses la otra persona es más hábil o más inteligente que tu. No te hará ningún mal si sabes cortar a tiempo sus movimientos que, por otra parte, vienen de lejos.
acuario	2012-02-05	 Las presiones a tu pareja para que haga algo que quieres y de la forma en que tu lo harías no te interesan. Considera que no es factible cambiar la forma de ser o la personalidad de alguien a tu capricho. Asume sus defectos, aunque eso te cueste bastante trabajo.
piscis	2012-02-05	 Te molestará tener que acabar tareas domésticas pendientes, ya que habías planeado descansar un poco y no estar preocupado por ellas. Pero te darás cuenta de que es imprescindible debido a los compromisos o asuntos que debes afrontar la próxima semana.
aries	2012-02-06	 No vienen malos tiempos para los nuevos aires en el amor, e incluso si has tenido hace poco una ruptura, ya comienzas a estar mucho más curado del disgusto. Tendrás ánimos mucho más optimistas en este sentido y en general será un día agradable.
tauro	2012-02-06	 Vas a estar algo tenso, sobre todo por la mañana, ya que tendrás que asumir nuevas responsabilidades y poner toda tu atención en ello. Pero también será positivo todo eso, ya que implica mejoras en el aspecto profesional e incluso en la calidad de vida.
geminis	2012-02-06	 Ese bajón por el que quizá pases hoy no va a durar mucho tiempo. Pero tendrás que tomar la iniciativa para resolver una situación. Así te sentirás mucho mejor, en especial si no haces caso a determinados consejos y actúas sin rencores y con sinceridad.
cancer	2012-02-06	 Cualquier tema legal o de documentos va a ocupar gran parte de tu tiempo hoy, pero al final, vas a conseguir solucionarlos o ver el buen camino. Asesórate bien, no dejes nada al azar o en manos de personas que no sean de tu confianza. Mejor con un profesional objetivo.
leo	2012-02-06	 Estás bastante tranquilo en cuanto a tu futuro económico, pero es cierto que no se puede bajar la guardia. Sucederán ciertos acontecimientos que te interesa controlar de cerca, así que observa bien los movimientos que hay a tu alrededor, o mejor aún las actitudes.
virgo	2012-02-06	 Esperas que un familiar, un hijo o un hermano, cambie su actitud y sea más generoso con tus necesidades o te ayude más en el día a día. Actúa con más firmeza, ya que una postura amable no es la mejor actitud en este caso, porque pueden pensar que eres débil.
libra	2012-02-06	 No te inquietes si ves que un trabajo no sale como estaba previsto, porque hay ciertas circunstancias exteriores que lo frenan. Los jefes creerán en tu palabra y en ti, auque escuchen comentarios que no te favorecen o que te culpan de esos retrasos de los que no eres responsable.
escorpio	2012-02-06	 Ten mucha precaución con los negocios aparentemente infalibles o con las inversiones espectaculares porque no serán tan buenas ni tan reales como parecen ahora. No es momento de hacer locuras económicas y eso es algo que tienes que tener muy claro antes de firmar nada.
sagitario	2012-02-06	 Tu imaginación vuela libre hoy y eso te hace creer que puedes obtener ciertas ganancias u honores. No te dejes llevar de una forma tan irreal por la ambición. Procura ser más objetivo, lo que no quiere decir que no puedas alcanzar tus sueños, pero con los pies en la tierra.
capricornio	2012-02-06	 Caminas hoy con alguien a tu lado que te hace disfrutar de ciertas sensaciones emotivas o de cariño. Es posible que sea un hijo o alguien a quien cuidar y aunque estés muy ocupado, no debes dejar de estar en contacto, a través del teléfono o por el medio que sea.
acuario	2012-02-06	 Ten precaución con las medias verdades o con imaginar cosas que no son ciertas porque eso sólo puede llevarte a la confusión. No dejes volar tu fantasía ahora, porque lo que necesitas es ser lo más realista posible, sobre todo en lo referente a los aspectos económicos.
piscis	2012-02-06	 Volcarás mucha energía en cuidar de alguien que está en una situación delicada, bien por su salud o por su estado anímico. Organizarás tu agenda para hacerlo con tiempo y con buena disposición. Es una persona importante para ti y no te importará atenderla.
aries	2012-02-07	 Ser consciente de lo que puedes cambiar y de lo que no, es importante hoy para no querer llegar demasiado lejos en lo personal. Averiguarás dónde están los límites ya y eso te hace estar más seguro de lo que debes hacer, sobre todo con un asunto de familia.
tauro	2012-02-07	 Continuarás muy volcado en el trabajo y en todo lo que le rodea. Ten en cuenta que hoy serán muy determinantes las relaciones públicas, muéstrate simpático, amable y con ganas de caer bien a todo el mundo. Habrá muchas miradas puestas sobre ti.
geminis	2012-02-07	 Puede que te sientas hoy mucho más liviano y que las cargas o responsabilidades no te pesen tanto. Verás que hay soluciones y avances en un proyecto común en el que seguramente tienes socios o compañeros que van a aportar sugerencias interesantes.
cancer	2012-02-07	 Date una tregua mental en un asunto laboral que hoy anda enrevesado, en el que hay intereses de todo tipo, pero ten claro que nadie va a pelear por lo tuyo, sólo tu. Es muy importante que no des ninguna información o dato que sirva a otros para conseguir un objetivo.
leo	2012-02-07	 La Luna llena hoy en este signo trae rumbos de cambios importantes o de terminación de algunas situaciones complicadas en el plano laboral. Respirarán mucho más tranquilos estos nativos y harán extensiva su mejoría en el humor con palabras cálidas.
virgo	2012-02-07	 Tu proverbial sentido del orden te será hoy de mucha utilidad en tu lugar de trabajo o en tus estudios, porque te harán llevar a buen término todos los proyectos en los que estás volcado, incluso si alguno de ellos presenta algún problema o un obstáculo con el que no contabas.
libra	2012-02-07	 Las tensiones pueden tender a desaparecer poco a poco, si bien hay algún asunto relacionado con posesiones o dinero que no acaba de aclararse del todo. Pero mejorará el ambiente, sobre todo en el ámbito familiar, que será muy acogedor, al menos por parte de algunos miembros.
escorpio	2012-02-07	 No eches en saco roto las advertencias de una persona de más edad que puede advertirte de un peligro o de un accidente casero. Revisa todo en tu hogar hoy para estar tranquilo y no correr ningún tipo de riego que se puede evitar fácilmente.
sagitario	2012-02-07	 Hay posibilidades de discutir con alguien cercano porque no se vean las cosas de la misma manera o porque te sientas agredido por sus modales o expresiones. Tendrás que aclarar las cosas muy bien, pero con la mayor calma posible, sin agresividad.
capricornio	2012-02-07	 Todo indica que habrá en estos momentos mucho movimiento en tu vida, con viajes algo apresurados o conversaciones intensas. Pero disfrutarás de ellos porque estás haciendo algo que te gusta y que te compensa profesionalmente mucho.
acuario	2012-02-07	 Has cogido con mucho entusiasmo la vuelta a una actividad profesional o laboral y eso está bien, pero hay circunstancia que desconoces, cambios que te afectarán y lo que más te conviene es ser cauto. Si necesitas hacer algún comentario, desahogarte, hazlo fuera del círculo del trabajo.
piscis	2012-02-07	 Alguien más cercano de lo que crees traerá buenas influencias en tu vida presente y aun futura. No estás seguro de que eso pueda pasar, pero ten confianza ahora. Debes ser un poco más crédulo y optimista, porque esa relación puede ir por buen camino.
aries	2012-02-08	 No te preocupes demasiado si un proyecto que estaba en marcha no sale bien o se paraliza. No iba a darte los rendimientos que habías pensado, y sí trabajo en exceso, así que aprovecha el tiempo que pensabas emplearle en algo positivo para mejorar tu organismo.
tauro	2012-02-08	 No dejes que te arrolle el escepticismo ante lo que puede hacer por ti alguien a quien consideras amigo. Esas dudas que tienes sobre él no te van a dejar ver lo positivo que puede haber en una situación en la que ambos estáis implicados. Considera que si no hace nada, al menos no te pondrá obstáculos.
geminis	2012-02-08	 Si te mueves en círculos que tengan que ver con la política o redes sociales, cuidado con lo que expresas, porque alguien puede manipular tus intenciones o ideas. No tienes ninguna necesidad de entrar en ciertas polémicas que perjudiquen tus intereses.
cancer	2012-02-08	 Evita a las personas pesimistas que sólo ven la botella medio vacía porque te van a generar un malestar que no te conviene. Eso no quiere decir que no seas amable, simplemente que evites ciertas conversaciones que no te van a aportar nada. Si es necesario, pon una excusa.
leo	2012-02-08	 Es cierto que hoy vas a sentir cierta preocupación o desasosiego por la situación de un amigo que no es todo lo buena que te gustaría. Intentarás ayudarle con tu fuerza y con buenos consejos o ánimos. Sentirás su agradecimiento con mucha intensidad.
virgo	2012-02-08	 Te pondrás a prueba a ti mismo con algo relativo a un examen, una reunión e incluso un entrevista de trabajo en la que te juegas mucho. Pero confía en tus recursos mentales o intelectuales, porque hoy estarás afinado mentalmente y con las ideas claras.
libra	2012-02-08	 Si sientes que hay alguna clase de negatividad en ti, o sientes celos de alguien, reflexiona sobre lo que posees espiritualmente y de las cosas positivas que tienes cerca. Si eres sincero contigo mismo, verás que no debes echar en falta tanta cosas, tienes muchas.
escorpio	2012-02-08	 Si recibes alguna cantidad de dinero extra, quizá no muy grande, manéjala con cuidado. Es probable que  provenga de un trabajo que hayas hecho en el pasado o del término de alguna relación laboral. Te conviene pensar muy bien lo que haces con ella.
sagitario	2012-02-08	 Un competidor, alguien que aspira a lo mismo que tu, puede surgir en el ámbito profesional y eso hará que sea más complicado llegar a tus objetivos. Asúmelo y busca otras salidas. No es momento de cansarse y tirar la toalla, sino de reinventarse y apostar por algo novedoso.
capricornio	2012-02-08	 Si te preocupas un poco más de mejorar intelectualmente, te vas a sentir mucho mejor contigo mismo. Aunque no te atraiga demasiado ese esfuerzo, hazlo cuanto antes, porque los beneficios serán muy visibles a medio plazo e incluso tu autoestima mejorará.
acuario	2012-02-08	 Hoy es un  buen día para tomar una decisión relacionada con el organismo, con acudir a un especialista que revise ciertas dolencias que crees que no son graves, no serán preocupantes, pero sí es verdad que vigilarlas te va a servir para prevenir que puedan ir a peor.
piscis	2012-02-08	 Pensarás mucho en cómo darle una noticia a la pareja o a la familia que no se esperan, porque es una decisión que has tomado sobre el futuro. No lo demores más, porque el tiempo no va a facilitar la reacción y te pueden echar en cara no haberlo hecho antes.
aries	2012-02-09	 Las llamadas o noticias que recibes hoy serán bastante tranquilizadoras en todos los aspectos y eso te dará margen para comenzar a hacer planes de diversión, quizá algún viaje que hace tiempo planeas o una visita a alguien con quien lo pasas muy bien.
tauro	2012-02-09	 Disfruta de lo que tienes a tu alrededor con paz, en un día en el que puedes obtener algunos logros personales que van a significar mucho, sobre todo a largo plazo. Consigues organizar algo que te había quedado pendientes y que hará mucho más confortable tu entorno habitual.
geminis	2012-02-09	 Ha llegado el momento de hacer una reflexión de muchas cosas y echar la vista atrás. Verás que has cometido errores en lo afectivo. Procura rectificarlos pronto y así no arrastrarás ese peso. Si acabas de conocer a alguien, sienta bien las bases de esa relación.
cancer	2012-02-09	 Es probable que tengas que pedir alguna opinión profesional en temas de salud, pero eso va a significar avanzar y mejorar en algo que llevas tiempo dejando de lado, quizá porque tengas ciertos temores. Piensa que no tienes toda la información y que eso te frena, lo que no es aconsejable.
leo	2012-02-09	 Quizá hayas dejado sin atender ciertas necesidades relacionadas con tu organismo porque suponían un gasto adicional, pero ahora verás que puedes cubrirlas sin problema, manejando el dinero con un poco más de tranquilidad y sin hacer tantas cuentas.
virgo	2012-02-09	 Jornada más en calma, en la que llegan noticias positivas y tu talante estará más abierto y comunicativo. Hay fantasmas que desparecen, ideas negativas que se van y eso hará que te tomes todo lo que te rodea con una sana ironía. Los demás lo notarán.
libra	2012-02-09	 La actividad te vendrá muy bien hoy para sentirte útil, algo que es importante para ti. Aunque estés algo cansado, apela a tu fuerza de voluntad para moverte algo más y no quedarte en casa sin hacer nada, parado o aburrido. Tampoco te viene mal el ejercicio, aunque sea suave.
escorpio	2012-02-09	 No dejes que lo que está sucediendo en tu relación amorosa te supere, no es para tanto. Intenta ejercer un mayor control de la situación; si quieres, sabes hacerlo. Los esfuerzos se verán recompensados muy pronto porque serás capaz de reconducirla y volver a un tiempo mejor.
sagitario	2012-02-09	 Te sentirás bastante sorprendido con los acontecimientos, especialmente en el plano familiar. Tendrás que hacer frente a todos esos cambios, que serán radicales, aunque conseguirás poco a poco organizar de nuevo ese entorno. Pero con otras responsabilidades que asumir.
capricornio	2012-02-09	 No intentes escapar hoy de una conversación con la pareja porque preveas que puede plantearte un problema de la convivencia. Afróntalo cuanto antes y respirarás mucho más tranquilo, porque además de la cuestión enconada, también va a darte soluciones.
acuario	2012-02-09	 Una persona puede darte la espalda si le pides un favor importante e incluso puede haber engaños de dinero si no vigilas bien. Intenta que no te afecte mucho esa circunstancia. Un familiar estará implicado de alguna manera, así que habla claro con él.
piscis	2012-02-09	 La prudencia se impondrá hoy en las relaciones profesionales y en los contactos de negocios y será un buen método porque hay algunos temas espinosos que necesitan mucho tacto, en especial si sabes que alguien puede salir perjudicado o quedarse apartado.
aries	2012-02-10	 Has decidido organizar algunos asuntos legales que te dan mucha pereza o en los que tienes que sufragar gastos de algún tipo. Pero es una idea muy conveniente. Hazlo, porque dentro de un tiempo te alegrarás de haberlo dejado todo muy claro.
tauro	2012-02-10	 Déjate llevar por lo inesperado, por algo que no habías planeado y que va a surgir, una invitación, una comida, o una reunión improvisada. Será muy divertido y las conversaciones, además, te darán información sobre un tema que te interesa mucho.
geminis	2012-02-10	 No le tomes en cuenta a un amigo que no pueda acudir a una cita hoy o que la cambie; tiene sus razones y debes hacer un esfuerzo de comprensión. Se generoso y ponte en su lugar. No estarás tan mal solo, puedes hacer muchas actividades por ti mismo.
cancer	2012-02-10	 Tu sensibilidad habitual estará hoy más potenciada y eso quiere decir que te pueden afectar los problemas de los demás. Procura llevarles alegría y buen humor, porque eso te hará sentir bien. Sabrás hacerlo con un tono muy adecuado, esperanzador.
leo	2012-02-10	 No permitas que nadie te imponga con quién puedes hablar o quién no, sobre todo si se trata de relaciones de amistad que estarán un poco enturbiadas por ciertas palabras poco adecuadas de una persona que quiere imponerte su criterio. Déjale las cosas muy claras.
virgo	2012-02-10	 Las relaciones en pequeños grupos sociales o en reuniones van a ser muy fructíferas y agradables, siempre y cuando tengas todos los detalles bien claros. No seas escéptico con las palabras de alguien que quizá te abra su corazón y te cuente sus intimidades.
libra	2012-02-10	 Las amistades, y más si eres joven, será hoy lo que más te interese. Buscarás su compañía y propondrás algún encuentro o un plan apetecible e incluso lo organizarás todo para pasar un rato divertido. Cuidado con los excesos con la bebida, no te dejes llevar.
escorpio	2012-02-10	 Tendrás motivos hoy par animarte y salir de ese bajón psicológico que estabas arrastrando esta semana. Superarás algunos nubarrones y te sientes mejor, con ganas de sonreír y de hacer pasar un buen rato a los más cercanos. Déjate llevar por ellos, sin pensar demasiado.
sagitario	2012-02-10	 Tendrás una noticia que te hará desplazarte, hacer un viaje para cuidar de ciertos intereses o para estar presente en un hecho no muy agradable. Deberás acudir aunque eso suponga alterar lo que tenías previsto u organizar de nuevo con rapidez tus obligaciones cotidianas.
capricornio	2012-02-10	 No delegues tus responsabilidades laborales, especialmente en personas que están en puestos por debajo de ti. El cansancio no te justifica en absoluto, ya que si has asumido ese mando, lo debes ejercer. Por la noche podrías tener una salida muy relajante que te compensará.
acuario	2012-02-10	 Los más jóvenes del signo comenzarán a quitarle dramatismo a un asunto romántico que no ha salido como esperaban y que les afectaba demasiado. Se relajarán, y más si no se quedan parados dándole vueltas o buscando explicaciones que nadie les va a dar.
piscis	2012-02-10	 Los compañeros de trabajo o los amigos contarán contigo para un asunto en el que tu opinión es importante. Colaboras con ellos porque en el fondo te parece divertido y sirve para alegrar a una persona a la que tienes bastante aprecio. Además, mejora así tu integración en el grupo.
aries	2012-02-11	 No hagas caso de ese ruido incómodo que sientes en tu interior. Trata de ignorarlo, céntrate sólo en el ahora, evitando pensar en el pasado o el futuro. Tus posibilidades de ser feliz, si te escuchas a ti mismo, son muchas más de las que imaginas.
tauro	2012-02-11	 Estás de suerte. Es tu día. Esta noche es para ti. Abrígate mucho, llama a tus mejores amigos, ve a cenar con ellos a un sitio especial, sal de copas, baila hasta la madrugada y pásatelo como hace años. Tu pareja, si es que la tienes, lo comprenderá. E incluso te animará a ello.
geminis	2012-02-11	 La idea de un cambio profesional te está obsesionando demasiado. Te sientes desaprovechado y desmotivado en tu trabajo, y es cierto que tus posibilidades son mucho mayores. Pero no es el momento de precipitarse, pues sólo tienes que mirar a tu alrededor y comprobar qué pocas personas están mejor que tú.
cancer	2012-02-11	 Sucederá algo que hará que comprendas que tu pareja es mucho más importante para ti de lo que pensabas últimamente. Vuelve a confiar en ella, valora todo lo bueno que tiene y déjate de paranoias mentales que no te llevan a ninguna parte. Demuéstrale cuánto la quieres.
leo	2012-02-11	 Vas por el buen camino. Aprovecha el sábado para relajarte, desconectar de redes sociales y disfrutar del placer de estar contigo mismo. Contempla la posibilidad de ir a clases de meditación. Te ayudará a alcanzar un estado de bienestar que deseas desde hace tiempo.  
virgo	2012-02-11	 Te han decepcionado y por eso te sientes triste. Pero debes saber que en la vida todo es según el color del cristal con que se mira y que tú no vales tanto en cuanto te valoran los demás. No mires para atrás, libera energías y quédate con las personas que demuestran estar a tu lado.
libra	2012-02-11	 Puede que te fastidie enormemente tener que ir hoy a trabajar, precisamente el día que tenías pensado dedicar la tarde a no hacer nada. Es injusto que tú acabes siempre pagando el pato en tu empresa. Pero trata de pensar en positivo: hoy no estará tu jefe, y tendrás otro día libre.
escorpio	2012-02-11	 Estás contento, optimista, ilusionado y eso te provoca cierta inquietud: casi no te reconoces. Puede que esta relación que estás iniciando no dure toda la vida, pero parece, sin duda, que será una historia muy bonita. No te dejes llevar por la ansiedad ni por los celos.
sagitario	2012-02-11	 Te tortura la idea de que no vas a encontrar trabajo y a veces piensas que no vales para nada, que todo es demasiado complicado como para seguir adelante. Sin embargo, una oportunidad laboral, aunque no sea la de tus sueños, puede estar más cerca de lo que imaginas.  
capricornio	2012-02-11	 Recibirás un mensaje de una persona que hace mucho, mucho tiempo que no ves. Te conmoverá, pero eres tú quien debe decidir si es el momento de retomar una relación que, admitámoslo, hace ya demasiado tiempo que queda solo en cenizas. Las segundas partes no siempre fueron buenas.
acuario	2012-02-11	 Dedica el día a, simplemente, pasarlo bien. Solo o acompañado. Una buena idea es que vayas al cine a ver una película. No, de arte y ensayo y subtitulada no, que no te gustan nada. Vete a ver esa de acción o de risa que tanto te apetece. Olvídate de todo y pasa un rato divertido.
piscis	2012-02-11	 Las cosas a veces son más sencillas de lo que creemos. Y uno de tus problemas puede ser que pienses demasiado.  No estás en la cabeza de los demás, de modo que, ¿para qué hacer cábalas? No te adelantes a los acontecimientos e intenta relajarte algo más.  
aries	2012-02-12	 Es el momento de que compres los billetes para ese viaje que tanto anhelas hacer desde hace tiempo. Que no te importe gastarte tus ahorros y considéralo como una inversión en ti mismo: regresarás mucho más relajado, valorando todo lo que tienes aquí.
tauro	2012-02-12	 Tranquilidad, ante todo, tranquilidad. No te ha respondido el último mensaje, pero eso no quiere decir que la persona que te gusta no tenga interés en ti. Puede que vaya a otro ritmo o que, simplemente, tenga miedo. Dale tiempo y no te precipites.
geminis	2012-02-12	 Puede que la monotonía sea la causante de los problemas por los que atraviesa tu relación. Hoy es un buen día para romper rutinas. Propón un viaje de idea y vuelta a un lugar cercano y bonito, o una cena para dos. Esfuérzate en la improvisación y tu relación se verá recompensada.
cancer	2012-02-12	 Los pensamientos negativos pueden ser tan malos como los positivos. Ni las cosas se van a solucionar solas en base a un optimismo insensato ni tampoco sirve de nada dejarse arrastrar como por una marea negra. Detecta en ti las posibilidades de mejora y ve a por todas.
leo	2012-02-12	 No puedes pretender ser la salsa de todas las fiestas. Es hora de que empieces a madurar y a dejar de sentirte mal cada vez que rechazas un plan. Si ayer rechazaste salir con tus amigos, es porque necesitabas descansar o porque, simplemente, no te apetecía. No necesitas una excusa.
virgo	2012-02-12	 Pensar continuamente en el qué dirán a estas alturas de tu vida puede convertirse en una limitación importante para el camino hacia tu felicidad. Recuerda aquella canción de Alaska y los Pegamoides y cántala a pleno pulmón y con mucho sentido del humor, si hace falta.
libra	2012-02-12	 Deberías aprender técnicas de asertividad. Hoy perderás la razón con las formas y eso no es bueno, pues destroza y hace que se sientan mal quienes están a tu alrededor. Puedes decir lo mismo con calma y empatía y, claro, sin pegar un solo grito.
escorpio	2012-02-12	 Una propuesta inesperada te sacará hoy de la monotonía. Estate atento al e-mail, al iPhone y a las redes sociales: te llegará una comunicación por cualquier vía. Deja atrás la vergüenza y ni se te ocurra perder esta oportunidad. Agárrala con fuerza, y déjate llevar.  
sagitario	2012-02-12	 Hace mucho tiempo que no realizas actividades culturales. Hoy podría ser un buen día para no ir de cañas y sí descubrir algún rincón de tu ciudad. Vale un museo, un monumento, un parque o incluso un teatro. Aprovecha el día al máximo realizando actividades que normalmente no haces.  
capricornio	2012-02-12	 Tu vida parece un tiovivo emocional, lo cual desde fuera se ve muy divertido, pero tú empiezas a cansarte. La resaca por los excesos de ayer te trae mala conciencia y no te sientes especialmente orgulloso de tus actos. Olvida la conciencia punitiva, pero descubre el tipo de vida que quieres llevar.
acuario	2012-02-12	 Haz deporte. Te lo prometiste a ti mismo y de momento no lo has cumplido. Hace frío, pero eso no es excusa para que te vistas con la ropa adecuada y vayas a hacer ejercicio. O llama amigos e intenta organizar un partido de tenis. No lo dejes. Tu cuerpo y tu mente lo agradecerán.
piscis	2012-02-12	 Hoy te sentirás especialmente solo. La mayoría de tus amigos tienen pareja y tú no y con tu familia la relación no está en alza. Sin embargo, hay un sinfín de actividades que no has contemplado. Busca páginas de single en Internet. Te sorprenderá la de gente que busca gente como tú.
aries	2012-02-13	 Empieza la semana con fuerza. Si te da tiempo, ve al gimnasio o haz deporte antes de ir a trabajar. Y prepárate un desayuno potente. Llega a tu oficina con una sonrisa, y deja atrás los malos rollos. No van contigo y, además, no te servirán para nada.
tauro	2012-02-13	 Un giro inesperado hará que recuperes la ilusión. Es sólo el principio para el cambio que tanto deseas, pero no dejes que la energía te dure sólo un día. Trabaja por mantener tu estado de ánimo bien alto. Eso te ayudará a seguir algunos de los pasos imprescindibles para ser feliz.
geminis	2012-02-13	 Debes hacer frente, desde hoy, a esos asuntos no tan agradables pero que no puedes continuar aplazando. Es preferible que afrontes cuanto antes las cosas que no te gustan a que sigas mirando para otro lado. Debes ser responsable y demostrarte a ti mismo que eres una persona madura.
cancer	2012-02-13	 Te gastarán una broma que no te hará nada de gracia. Por el contrario, lo tomarás como una falta de respeto intolerable o incluso como una burla mordaz. Pero no entres al juego. No te beneficia en absoluto obsesionarte con algo que no tiene por qué afectarte.
leo	2012-02-13	 Quizás hoy sea el día para dejar de fumar. Crees que no puedes y que esta vez fracasarás otra vez, pero no debes dejarlo para más adelante. Con fuerza de voluntad y una decisión firme e irrevocable, será más fácil de lo que imaginas. El poder de la mente es más fuerte que cualquier adicción.
virgo	2012-02-13	 Es mejor que no pienses tanto en el fin de semana. Tu vida no se construye a base de fines de semana. Disfruta del lunes, aunque a veces te parezca imposible. Haz cualquier plan divertido a la salida del trabajo. Ve al cine, a un concierto o a una exposición, con ese amigo al que hace tanto tiempo que no ves.
libra	2012-02-13	 No dejes que tu ánimo decaiga si no tienes trabajo y eso te preocupa muchísimo, pero en cualquier momento puede surgir una oportunidad. Lo importante es que no dejes de intentarlo. Llama a quien tengas que llamar, incluso aunque te parezca que te humillas.
escorpio	2012-02-13	 No dejas de pensar en si esa persona con la que sales desde algún tiempo es la adecuada para ti. Será mejor que te relajes y que disfrutes del placer que puede provocar conocer a alguien. Deja atrás los prejuicios, sé generoso contigo mismo y con ella.
sagitario	2012-02-13	 Quizás sea la hora de que decidas confesar ese secreto que no te has atrevido a contar a nadie. Puede ser muy liberador para ti desahogarte con algún ser querido, contar tus problemas o inseguridades y escuchar los consejos que puedan darte. No es tan grave como parece.
capricornio	2012-02-13	 Tendrás una acalorada discusión con alguien de tu entorno de trabajo. Estás convencido de que tienes razón, Sin embargo, no existe mi verdad o la del otro, sino mi verdad y la del otro. Ya está bien de que todo lo veas blanco o negro. Cálmate.  
acuario	2012-02-13	 Empiezas una nueva etapa en tu vida. Estás ilusionado y eso es bueno, pero no debes bajar la guardia. Puede que el optimismo inicial se vea frustrado por el devenir de los acontecimientos. El cambio es positivo, pero debes mantener los pies en la tierra, para así evitarte decepciones.
piscis	2012-02-13	 Estás muy preocupado. No sientes lo mismo que antes sentías por tu pareja y no te convence eso que te dicen de que al cabo de un tiempo las chispas terminan por apagarse. Quizás sea el momento de que te enfrentes a la realidad y le digas que tus sentimientos han cambiado.
aries	2012-02-14	 Te sigue preocupando tu salud. Tienes dolores de cabeza cada vez más frecuentes y no sabes por qué te cuesta tanto conciliar el sueño por las noches. Llama hoy al médico, pero no descartes la posibilidad de visitar a un terapeuta. Puede que tus problemas sean más de ansiedad que de otra cosa.
tauro	2012-02-14	 La vida te sonríe. Hoy estás contento y no sabes bien por qué, pero sí que te gusta mucho esa sensación tan placentera de encontrarte bien contigo mismo. Podrías proponerte continuar viviendo la vida como si fuera un mientras tanto, sin pensar en posibles problemas futuros.
geminis	2012-02-14	 Te desespera perder tanto tiempo en asuntos administrativos, pero no te queda otro remedio que afrontarlos. Piensa que no te lleva a nada deprimirte o exasperarte por asuntos burocráticos. Son lentos, pero importantes de solucionar ahora.
cancer	2012-02-14	 Hoy vivirás un sobresalto importante. Puede que recibas una comunicación inesperada, o que tu jefe te diga que desea hablar contigo, o que te encuentres con un desaguisado de difícil solución en el trabajo. Sin embargo, todo quedará en un pequeño susto. Tranquilo.
leo	2012-02-14	 No terminas de entender ciertas actitudes o comportamientos de gente que está a tu alrededor. Eso te pone triste y te exaspera. Te resulta muy difícil dialogar y conseguir hacer entender tu postura. Pero no debes desistir. Habla, explica lo que te sientes y luego escucha.
virgo	2012-02-14	 Alguien te propone algo que no sabes si aceptar. La idea te gusta, pero, ¿no es una locura? No, no lo es. O sí. Pero en la vida, aunque con cabeza, hay que hacer ciertas de cuando en cuando. Ésta es una de ellas. Dile que sí y no dejes escapar más trenes en tu vida.
libra	2012-02-14	 Llevas semanas sin hacer el amor con tu pareja y eso te preocupa enormemente. Tú sigues sintiendo una gran atracción sexual hacia ella pero empiezas a dudar si ella la siente hacia a ti. Déjate de rodeos, pregúntale qué le sucede. Quizás te sorprenda su respuesta.
escorpio	2012-02-14	 La Luna menguante en este signo hoy arrastra a la nostalgia a sus nativos. Pensarán que cualquier momento pasado fue mejor y echarán de menos otras etapas de su vida que, lo quieran o no, ya no volverán. Deben dejar de idealizar el pasado y exprimir al máximo el presente.
sagitario	2012-02-14	 Deberías esforzarte por reducir al máximo tus gastos. Vives al día, compras más cosas de las que necesitas y debes andarte con ojo: en los próximos meses puede venirte un gasto considerable que no esperas. Ahorra desde hoy y así no tendrás problemas cuando eso ocurra.
capricornio	2012-02-14	 No se te va de la cabeza un desencuentro que tuviste ayer por la noche con alguien de tu familia. No te gusta nada entrar en conflicto con esta persona, pero no es la primera vez que esto ocurre. Te exaspera su carácter egoísta. Debes tomar una decisión.
acuario	2012-02-14	 Alguien está intentando engañarte. Ándate con mucho ojo porque puede ser una persona en la que confías. A veces eres demasiado inocente y todas las precauciones son pocas. Puede que haya una persona que dice admirarte mucho cuando, en realidad, espera conseguir algo a cambio.  
piscis	2012-02-14	 Es el momento de que vayas a ver a una amiga a la que tienes algo abandonada. Ella no te dice nada porque sabe que estás ocupado, pero se pondrá inmensamente alegre si la llamas y le dices que quieres verla. Te echa de menos más de lo que te imaginas.  
aries	2012-02-15	 Hoy te sentirás especialmente a gusto con tu pareja. Estás cariñoso y eso es algo que ella agradecerá mucho. Dale besos y mimos y dile cuánto la quieres. Y prepara una cena romántica que demuestre que la pasión ni se ha perdido ni tiene por qué perderse.
tauro	2012-02-15	 No sabes qué te pasa, pero sí que algo no va bien. Tu cuerpo es más sabio y poderoso de lo que crees y te está mandando señales. No puedes seguir con semejante ritmo de vida. Quizás sea el momento de tomar decisiones y demostrarte a ti mismo que te valoras y te quieres.  
geminis	2012-02-15	 Descubrirás que una persona de tu entorno laboral lleva contaminando sobre ti desde hace tiempo. Son mentiras y eso te producirá una inquietud interior muy grande. Pero no debes olvidar que la gente que trabaja contigo sabe lo buen profesional que eres.
cancer	2012-02-15	 Hoy te sentirás especialmente enérgico. Aprovecha esa fuerza para hacer cosas y para organizarte de cara a lo que queda de semana. Si realmente te organizas y duermes ocho horas, la energía no tiene por qué desaparecer. El poder mental es inmenso.
leo	2012-02-15	 Te sentirás perdido, desilusionado y, sin poder remediarlo, te entregarás a una nada beneficiosa sensación de abandono. Eso no es nada bueno así que debes espabilar y buscar soluciones. Recuerda que la clave está en el llamado optimismo inteligente.
virgo	2012-02-15	 Hoy es buen día para que disfrutes del tiempo libre. Intenta no regresar a casa directamente y queda con amigos para tomar algo. No tienes por qué extralimitarte, pero no hay nada de malo en que te diviertas hasta la media noche. Puede que conozcas a una persona especial.
